x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.455066442489624,0.5836992263793945,-6.535667012030899e-07,0.5698685050010681,0.5073082447052002,-0.03426654636859894,0.6398922801017761,0.37476399540901184,-0.041252560913562775,0.6519049406051636,0.26375892758369446,-0.05016022175550461,0.634507417678833,0.17856501042842865,-0.05249303951859474,0.5469141006469727,0.27190926671028137,-0.002952204318717122,0.5879606008529663,0.20942577719688416,-0.06870739907026291,0.5947834253311157,0.3083217740058899,-0.10676286369562149,0.5935064554214478,0.39404019713401794,-0.11689809709787369,0.46896305680274963,0.28277862071990967,-0.004020058549940586,0.5208632946014404,0.23336049914360046,-0.07624327391386032,0.5325977206230164,0.3514549136161804,-0.09384091198444366,0.5363203883171082,0.4403606057167053,-0.08331198990345001,0.3963375389575958,0.304299920797348,-0.015993716195225716,0.4590957462787628,0.2937459945678711,-0.08578521013259888,0.47036412358283997,0.4047185182571411,-0.07477542757987976,0.46935874223709106,0.4760768711566925,-0.04331589862704277,0.32491162419319153,0.33462393283843994,-0.030897090211510658,0.3918014168739319,0.32344919443130493,-0.07138904184103012,0.40498092770576477,0.40884846448898315,-0.05639283359050751,0.40341082215309143,0.46115100383758545,-0.029737316071987152,A
0.4846750497817993,0.6141615509986877,-8.084496130322805e-07,0.6021450757980347,0.5439119935035706,-0.025811877101659775,0.6761954426765442,0.4074486494064331,-0.030664417892694473,0.6891999244689941,0.29152220487594604,-0.037791959941387177,0.6766745448112488,0.20756563544273376,-0.03875458613038063,0.5770948529243469,0.29505279660224915,-0.01112787052989006,0.6305725574493408,0.2342509627342224,-0.07006410509347916,0.6366738080978394,0.3325815796852112,-0.10249362885951996,0.6325151920318604,0.41632112860679626,-0.11076302081346512,0.4971808195114136,0.29952728748321533,-0.013369684107601643,0.564754843711853,0.27373290061950684,-0.0716906264424324,0.5740728974342346,0.3868914842605591,-0.08254259079694748,0.5729129910469055,0.46946215629577637,-0.07316325604915619,0.42569559812545776,0.3186751902103424,-0.02427571266889572,0.502561628818512,0.3280913233757019,-0.08027338981628418,0.5146496295928955,0.43617263436317444,-0.06724969297647476,0.5121999979019165,0.5095082521438599,-0.040558576583862305,0.3570179343223572,0.34787389636039734,-0.0380488783121109,0.4333789646625519,0.36212846636772156,-0.07139240950345993,0.44672685861587524,0.44988444447517395,-0.05959773808717728,0.444696307182312,0.5046413540840149,-0.03816288337111473,A
0.723497211933136,0.6741512417793274,-6.063991122573498e-07,0.7966001033782959,0.6178231239318848,-0.031191399320960045,0.8478904962539673,0.5131286382675171,-0.03642453998327255,0.8624951839447021,0.4263014793395996,-0.0411357507109642,0.8588923215866089,0.35740625858306885,-0.04192706570029259,0.7998917102813721,0.44497573375701904,-0.005468720104545355,0.795365035533905,0.3842575252056122,-0.04702683910727501,0.7770415544509888,0.4457264542579651,-0.07177618145942688,0.7717654705047607,0.5077712535858154,-0.07800152897834778,0.7357600927352905,0.45376914739608765,-0.0006661483203060925,0.7299083471298218,0.3970601260662079,-0.04740571603178978,0.7211122512817383,0.47363224625587463,-0.062300581485033035,0.7251127362251282,0.5436341762542725,-0.05707208812236786,0.6792187094688416,0.46832525730133057,-0.0033369995653629303,0.6733613014221191,0.427863746881485,-0.04830988496541977,0.6773698329925537,0.5051590800285339,-0.04494427889585495,0.6873538494110107,0.5680145025253296,-0.026304278522729874,0.6280530095100403,0.4890555441379547,-0.008434251882135868,0.6232547163963318,0.45355725288391113,-0.038356415927410126,0.6304169297218323,0.5096578001976013,-0.03147163242101669,0.6406562924385071,0.5557318329811096,-0.01455735694617033,A
0.7132018804550171,0.752712070941925,-4.978477932127134e-07,0.8300281167030334,0.6511836051940918,-0.042246732860803604,0.8974698185920715,0.4981152415275574,-0.055673614144325256,0.8958978056907654,0.3707360327243805,-0.07260975241661072,0.882301390171051,0.26503878831863403,-0.08139967918395996,0.7830414772033691,0.38244521617889404,-0.004944161511957645,0.8191161751747131,0.30443453788757324,-0.08450403064489365,0.8327752351760864,0.40621620416641235,-0.13038405776023865,0.835390031337738,0.4989420175552368,-0.14389361441135406,0.6965978741645813,0.4027613699436188,-0.010262795723974705,0.7468322515487671,0.33301353454589844,-0.09892523288726807,0.7696084380149841,0.4657224714756012,-0.12351801246404648,0.7800846099853516,0.5668512582778931,-0.1152016818523407,0.6133509874343872,0.4358421564102173,-0.028253767639398575,0.678725004196167,0.3942307233810425,-0.12062115967273712,0.7019367218017578,0.5314316153526306,-0.10939019173383713,0.7086353898048401,0.6229382753372192,-0.07149939984083176,0.5295326709747314,0.4819202423095703,-0.04952987655997276,0.6040232181549072,0.44911113381385803,-0.10897807031869888,0.6327223777770996,0.5452971458435059,-0.09428252279758453,0.6381293535232544,0.6120681166648865,-0.0632922500371933,A
0.7181759476661682,0.7614572048187256,-4.896563723377767e-07,0.8340928554534912,0.6666683554649353,-0.041107241064310074,0.9043498635292053,0.504427433013916,-0.0522601418197155,0.9025870561599731,0.3747231364250183,-0.06653165072202682,0.8898439407348633,0.2720744013786316,-0.07292725890874863,0.7931073307991028,0.3933212459087372,-0.0082032959908247,0.8278657793998718,0.32081472873687744,-0.08755750954151154,0.8395284414291382,0.42403164505958557,-0.13198062777519226,0.8437091708183289,0.517046332359314,-0.1442764550447464,0.7050328850746155,0.41306987404823303,-0.01399031188338995,0.7562681436538696,0.34863269329071045,-0.10193349421024323,0.7766326665878296,0.47972050309181213,-0.12395855039358139,0.7879658937454224,0.5817657113075256,-0.11388954520225525,0.6217289566993713,0.445163756608963,-0.03231143578886986,0.6847822070121765,0.40402764081954956,-0.12355834990739822,0.7077143788337708,0.5418301224708557,-0.11145223677158356,0.7175441980361938,0.6366501450538635,-0.07344495505094528,0.5403342247009277,0.4905777871608734,-0.0540086105465889,0.6109191179275513,0.4598606526851654,-0.11443523317575455,0.639496922492981,0.5562370419502258,-0.10124184936285019,0.6488935947418213,0.6246440410614014,-0.07127632945775986,A
0.7229142189025879,0.7757348418235779,-5.385356303122535e-07,0.8387658596038818,0.6777735948562622,-0.04152756929397583,0.9070953130722046,0.5230608582496643,-0.054373107850551605,0.9101462960243225,0.3938133716583252,-0.0710245668888092,0.8962488174438477,0.2872167229652405,-0.07991635054349899,0.8036049008369446,0.40652209520339966,-0.0016965391114354134,0.8362481594085693,0.3273827135562897,-0.08273439109325409,0.8494328260421753,0.42760586738586426,-0.1307820826768875,0.853047788143158,0.5214344263076782,-0.1448807269334793,0.717649519443512,0.4252702593803406,-0.007050568703562021,0.7636411786079407,0.3549288213253021,-0.09507998824119568,0.7832933664321899,0.48623257875442505,-0.11980444192886353,0.7936969995498657,0.587749183177948,-0.11108898371458054,0.6334829330444336,0.45714595913887024,-0.025565028190612793,0.6930213570594788,0.4178655743598938,-0.11710736155509949,0.7133985757827759,0.5525976419448853,-0.10688264667987823,0.7218173742294312,0.6429836750030518,-0.0692867636680603,0.5499159693717957,0.5022042989730835,-0.04736557975411415,0.6185120940208435,0.46886980533599854,-0.1052689403295517,0.6457847356796265,0.5630660057067871,-0.09062794595956802,0.6533595323562622,0.6299375891685486,-0.05957147106528282,A
0.7187141180038452,0.7835065126419067,-5.354151539904706e-07,0.8430585861206055,0.6865025758743286,-0.04143587499856949,0.914195716381073,0.5347703695297241,-0.05402913689613342,0.9145047068595886,0.40575313568115234,-0.07048387080430984,0.9061944484710693,0.29995498061180115,-0.07914543896913528,0.8079739809036255,0.4171830117702484,-0.0009383099968545139,0.845468282699585,0.33766359090805054,-0.082887664437294,0.8541741967201233,0.4377051591873169,-0.13107721507549286,0.8549506068229675,0.5323082208633423,-0.14538758993148804,0.7211999297142029,0.43340492248535156,-0.007167982868850231,0.7705330848693848,0.35802531242370605,-0.09763001650571823,0.7857052087783813,0.4878808557987213,-0.12347963452339172,0.7949044108390808,0.5918052196502686,-0.11461478471755981,0.6369829177856445,0.46409910917282104,-0.02660554088652134,0.695946991443634,0.4182667136192322,-0.1200753003358841,0.714116096496582,0.5533772706985474,-0.11000452935695648,0.7232499718666077,0.6462286710739136,-0.07194694876670837,0.5523348450660706,0.5104326605796814,-0.049291666597127914,0.619243323802948,0.47369295358657837,-0.11014867573976517,0.6474524736404419,0.5692070722579956,-0.0963401198387146,0.6584383845329285,0.638614296913147,-0.06507793813943863,A
0.7241820693016052,0.7843477725982666,-5.847683723914088e-07,0.8461761474609375,0.6887315511703491,-0.04513229802250862,0.9241281151771545,0.536315381526947,-0.059809762984514236,0.924981415271759,0.4044290781021118,-0.07657116651535034,0.9043248295783997,0.300803005695343,-0.08531694114208221,0.8107476830482483,0.42523205280303955,-0.01514817401766777,0.8420078158378601,0.34392088651657104,-0.09117943048477173,0.8479322195053101,0.4495745003223419,-0.13128545880317688,0.8461034297943115,0.5420500040054321,-0.14149926602840424,0.7239354848861694,0.44552746415138245,-0.018478214740753174,0.7697917819023132,0.37200728058815,-0.10327256470918655,0.7845845818519592,0.5059316158294678,-0.12245411425828934,0.7903921008110046,0.606691837310791,-0.1120450422167778,0.6405365467071533,0.47694581747055054,-0.03397076576948166,0.6985278725624084,0.4236051142215729,-0.12232210487127304,0.7181445360183716,0.5620325207710266,-0.10690564662218094,0.7244420051574707,0.657190203666687,-0.06812254339456558,0.5565212965011597,0.5211400985717773,-0.05302641913294792,0.62067711353302,0.4792936146259308,-0.11171776801347733,0.6496895551681519,0.5748931169509888,-0.09658411890268326,0.6576436161994934,0.6439552903175354,-0.06626156717538834,A
0.7166095972061157,0.7900936603546143,-6.161807277749176e-07,0.8357759714126587,0.7060631513595581,-0.04433363303542137,0.9177762866020203,0.552253007888794,-0.05641791969537735,0.9289314150810242,0.42214784026145935,-0.07108518481254578,0.9216262102127075,0.3158014714717865,-0.07785758376121521,0.8191601037979126,0.42996829748153687,-0.006079410668462515,0.8530701994895935,0.3518916368484497,-0.08538219332695007,0.8513785600662231,0.45699962973594666,-0.13013991713523865,0.8446699380874634,0.5526652336120605,-0.14192786812782288,0.7306896448135376,0.446485698223114,-0.009531384333968163,0.7750763893127441,0.3747475743293762,-0.09623116254806519,0.7816806435585022,0.5057357549667358,-0.11832714080810547,0.786447286605835,0.6103888750076294,-0.10720280557870865,0.6453437209129333,0.4755992591381073,-0.026219232007861137,0.6969903707504272,0.43171727657318115,-0.11541025340557098,0.711274266242981,0.5672999024391174,-0.10369011759757996,0.7199501991271973,0.6604759693145752,-0.06543741375207901,0.5601781606674194,0.5176717638969421,-0.046353816986083984,0.619650661945343,0.48088353872299194,-0.10342496633529663,0.6421467065811157,0.5754815936088562,-0.08861982822418213,0.6508365869522095,0.6422926783561707,-0.057427939027547836,A
0.7104702591896057,0.78345787525177,-5.005166485716472e-07,0.8348947763442993,0.7056527733802795,-0.048800915479660034,0.9160517454147339,0.5531076788902283,-0.06391771137714386,0.9218952059745789,0.4181605875492096,-0.08012564480304718,0.9168232679367065,0.3106587529182434,-0.08821655809879303,0.817674458026886,0.4425314962863922,-0.018829230219125748,0.8526172041893005,0.3576587438583374,-0.09944844245910645,0.8509842753410339,0.4615863561630249,-0.1413297802209854,0.8436379432678223,0.5578542947769165,-0.15161941945552826,0.7296461462974548,0.4572065472602844,-0.020991599187254906,0.775025486946106,0.37999027967453003,-0.11217966675758362,0.7815341949462891,0.5137923359870911,-0.13348007202148438,0.7830544114112854,0.6199159622192383,-0.12193149328231812,0.6451617479324341,0.48280805349349976,-0.03601536154747009,0.6948884725570679,0.43110883235931396,-0.1306496560573578,0.7104470133781433,0.5696694850921631,-0.11716832965612411,0.7176785469055176,0.6650152802467346,-0.07745889574289322,0.5577563047409058,0.5201300978660583,-0.054475922137498856,0.6138643026351929,0.4866853952407837,-0.11822233349084854,0.6418086886405945,0.5831995010375977,-0.10571616142988205,0.6543312668800354,0.6495181322097778,-0.07588649541139603,A
0.7081038355827332,0.796359121799469,-5.855951030753204e-07,0.835178017616272,0.7159237265586853,-0.04529440030455589,0.9144777059555054,0.5645801424980164,-0.055861517786979675,0.9169508814811707,0.4333021640777588,-0.06836304068565369,0.9105079770088196,0.32621175050735474,-0.07406336814165115,0.8168023228645325,0.4557384252548218,-0.003925050608813763,0.8454409837722778,0.3667079508304596,-0.08220383524894714,0.8483677506446838,0.4621451199054718,-0.1269279271364212,0.8454685211181641,0.5552729964256287,-0.13883884251117706,0.7299371361732483,0.4698503315448761,-0.005819819401949644,0.7676235437393188,0.38817480206489563,-0.09389346092939377,0.7735826373100281,0.5173450112342834,-0.11698497086763382,0.7797372937202454,0.6220362782478333,-0.10550883412361145,0.6449688673019409,0.4962868392467499,-0.021188002079725266,0.6911076307296753,0.4431225061416626,-0.11429280042648315,0.7027568817138672,0.5797948837280273,-0.10318803042173386,0.7111978530883789,0.6734956502914429,-0.06375566124916077,0.5575255751609802,0.5351822376251221,-0.03960859403014183,0.6116037368774414,0.4934319257736206,-0.10226626694202423,0.6340469717979431,0.5915579199790955,-0.08890588581562042,0.6447910666465759,0.6599246263504028,-0.057323865592479706,A
